gene_symbol,uniprot,source_category,morphology,anisotropy_index,radius_of_gyration,plddt_mean,n_residues,dise_score,plddt_median,plddt_fraction_high,plddt_fraction_ok,plddt_fraction_low,disorder_fraction_proxy,backbone_principal_axis,curvature_summary,torsion_summary,end_to_end_distance,bending_hotspots,hinge_candidates,exposed_surface_proxy,charged_patch_score,low_confidence_warning,multi_domain_uncertain,likely_IDR_heavy,predicted_domain_segments,PAE_mean,PAE_domain_blockiness_score
LMNA,P02545,Full_Cycle_Run,Fibrous/Extended,4.751667397697646,71.24585834790787,76.37072289156627,664,92,93.12,0.5813253012048193,0.1129518072289156,0.3057228915662651,0.2575301204819277,"[-0.668, -0.244, 0.703]",0.3435667695483048,1.1944328264571509,278.06200657227515,508:0.40; 519:0.39; 30:0.38,0,0.8704819277108434,0.3973333333333333,False,True,False,3,24.874845768616638,2.562202816305735
EMD,P50402,Full_Cycle_Run,Fibrous/Extended,4.288514695460691,20.989358605717037,60.25062992125985,254,90,50.91,0.1850393700787401,0.0905511811023622,0.7244094488188977,0.4763779527559055,"[-0.478, -0.124, 0.870]",0.349765149213517,1.111816922452729,19.75783492693468,8:0.38; 11:0.38; 34:0.38,1,0.9448818897637796,0.2321428571428571,True,True,True,2,26.4500744001488,9.126964402947566
CEP290,O15078,Full_Cycle_Run,Intermediate,2.286118643841953,61.922960206990645,60.54478418717224,2479,90,64.56,0.0,0.3428801936264622,0.6571198063735377,0.2375958047599838,"[-0.683, 0.019, 0.730]",0.3663864176187855,0.85169168887571,60.976746690849296,231:0.42; 935:0.41; 236:0.40,242,0.8289632916498588,0.4361413043478261,True,True,False,18,27.696675307760664,9.062208298478916
CCDC57,Q2TAC2,Full_Cycle_Run,Fibrous/Extended,5.738487206575725,106.04023706599476,70.18256830601094,915,90,81.75,0.4207650273224044,0.1846994535519125,0.3945355191256831,0.3224043715846995,"[-0.643, -0.256, 0.722]",0.3658310971937903,0.8546322043976675,345.430788150101,251:0.39; 245:0.38; 98:0.38,11,0.9825136612021858,0.4114391143911439,False,True,True,6,26.375525097793304,3.757375594304181
ETV1,P50549,Full_Cycle_Run,Intermediate,2.850651691914951,20.17294839415079,58.47425576519916,477,90,49.19,0.190775681341719,0.0587002096436058,0.750524109014675,0.5220125786163522,"[-0.583, 0.765, 0.274]",0.3367313510233243,1.3582469717405592,7.781422620575237,397:0.38; 348:0.38; 41:0.38,0,0.8951781970649895,0.3623188405797101,True,True,True,2,27.127658452329158,8.52016873803258
MYO7A,Q13402,Full_Cycle_Run,Intermediate,2.3398248764346605,51.43182259618043,77.27780586907448,2215,90,83.69,0.1489841986455982,0.6433408577878104,0.2076749435665914,0.1029345372460496,"[-0.622, 0.176, 0.763]",0.3232297978923347,1.4422910071140052,18.872155653236863,107:0.39; 1311:0.39; 786:0.38,10,0.3936794582392776,0.4008179959100204,False,True,False,32,23.767210431645516,6.475364338517114
CDH23,Q9H251,Full_Cycle_Run,Fibrous/Extended,11.927795782477896,97.38486787440957,76.72945319740501,1079,90,88.19,0.4068582020389249,0.335495829471733,0.2576459684893419,0.2196478220574606,"[-0.655, -0.142, 0.742]",0.2849269197471893,2.0079428734897187,234.5919078762096,54:0.42; 139:0.41; 458:0.40,11,0.505097312326228,0.2985074626865671,False,True,False,7,23.313585417452227,3.3927239411074672
FLNA,P21333,Full_Cycle_Run,Intermediate,2.501695116785587,56.86693255196759,76.54624858330186,2647,90,79.25,0.1001133358519078,0.6686815262561391,0.2312051378919531,0.0532678503966754,"[0.486, 0.735, -0.473]",0.2799323916400758,2.131296543931603,27.006834486847957,1533:0.44; 1946:0.43; 2640:0.43,116,0.275406120136003,0.3794749403341289,False,True,False,73,26.820033913694918,9.875403926748271
ROR2,Q01974,Full_Cycle_Run,Intermediate,2.5114623831285026,31.297882299598296,68.28682926829269,943,90,80.25,0.2269353128313891,0.3711558854718982,0.4019088016967126,0.3244962884411453,"[0.289, 0.444, -0.848]",0.3094845191470474,1.669654972024949,42.23828531084092,344:0.43; 128:0.43; 547:0.40,3,0.5652173913043478,0.3238636363636363,True,True,True,15,24.733849574191257,8.580378078291025
POC5,Q8NA72,Full_Cycle_Run,Fibrous/Extended,24.686435126462467,87.28345622547697,63.974834782608696,575,90,50.91,0.3321739130434782,0.0608695652173913,0.6069565217391304,0.4852173913043478,"[-0.657, -0.161, 0.737]",0.3644277300927849,0.8484445349929983,307.38179154107354,156:0.38; 247:0.38; 192:0.37,5,1.0,0.3628318584070796,True,True,True,2,25.648027221172025,3.508112193042216
TGFBR1,P36897,Full_Cycle_Run,Fibrous/Extended,3.6543426000781953,38.25475463880511,84.19429423459245,503,90,93.31,0.6163021868787276,0.2007952286282306,0.1829025844930417,0.1153081510934393,"[-0.451, -0.681, -0.576]",0.3118052428337757,1.629762381312831,39.49867676264611,78:0.40; 287:0.39; 214:0.39,2,0.4671968190854871,0.3071895424836601,False,True,False,3,17.73422684568533,7.830469214122711
COL1A1,P02452,Full_Cycle_Run,Intermediate,2.797030038697096,23.45619636653999,52.72999316939891,1464,90,44.22,0.1502732240437158,0.0450819672131147,0.8046448087431693,0.6734972677595629,"[-0.475, 0.297, 0.828]",0.295426923091749,1.8591542262564773,48.975483305425385,1315:0.39; 1258:0.38; 1431:0.38,16,0.8722677595628415,0.3,True,True,True,3,27.395150273224044,6.553859379269947
YAP1,P46937,Full_Cycle_Run,Intermediate,1.9895190619317915,23.554690762101806,57.40202380952381,504,90,51.56,0.0158730158730158,0.246031746031746,0.7380952380952381,0.4484126984126984,"[-0.676, 0.732, 0.082]",0.3205951769314977,1.6284674711436933,11.43404797086316,182:0.38; 241:0.38; 257:0.38,2,0.9285714285714286,0.2959183673469387,True,True,True,5,27.50207073570169,9.255118278429228
ITGB1,P05556,Full_Cycle_Run,Fibrous/Extended,3.23018892296316,45.82908790008346,85.86938596491228,798,90,89.845,0.4924812030075188,0.3997493734335839,0.1077694235588972,0.0325814536340852,"[-0.504, -0.483, 0.716]",0.3053935738868332,1.7251223141739866,94.87912675609952,193:0.39; 474:0.38; 521:0.38,10,0.3421052631578947,0.3520408163265306,False,True,False,10,18.23868097562201,4.896572067396104
TGFBR2,P37173,Full_Cycle_Run,Intermediate,2.481876912319578,28.02207572711641,80.98139329805996,567,90,91.88,0.5714285714285714,0.2028218694885361,0.2257495590828924,0.1781305114638448,"[-0.723, -0.233, 0.650]",0.3107198434043713,1.6782288372736214,49.52708653858008,494:0.38; 409:0.38; 530:0.38,1,0.492063492063492,0.3831168831168831,False,True,False,5,19.6068014768779,6.486311087813097
SERPINH1,P50454,Full_Cycle_Run,Intermediate,1.9746660315008595,21.331854005497902,91.13595693779904,418,90,97.44,0.861244019138756,0.0478468899521531,0.0909090909090909,0.0765550239234449,"[-0.701, -0.109, 0.705]",0.3077809128909735,1.7645457807615583,42.96198982821908,225:0.39; 154:0.39; 210:0.39,0,0.2990430622009569,0.550561797752809,False,False,False,2,7.11355623726563,1.238902287398809
FBN2,P35556,Full_Cycle_Run,Globular,1.4943730069906092,52.77726965971586,68.39040733197557,1473,90,72.31,0.0,0.603530210454854,0.3964697895451459,0.1228784792939579,"[-0.544, -0.146, 0.826]",0.2872836690199886,1.857552263584716,72.31887446579904,706:0.41; 506:0.39; 216:0.39,110,0.3856076035302104,0.2717391304347826,True,True,False,24,27.04256430180912,7.142298809833509
METTL3,Q86U44,Full_Cycle_Run,Intermediate,1.6486356541690288,29.31772174782872,75.379,580,89,86.0,0.3362068965517241,0.3775862068965517,0.2862068965517241,0.2327586206896551,"[0.135, -0.346, 0.928]",0.3143246836833732,1.6070917321210794,37.71447927520676,93:0.39; 288:0.38; 254:0.38,1,0.6241379310344828,0.3787878787878788,False,True,False,7,21.866058263971464,5.069596551226066
